,trainer_id,dnf,n_horses,n_starts,dnf_pct,smoothed_dnf_pct,smoothed_dnf_percentile
63,560,0,24,85,0.0,0.004413831380166929,79.0
64,567,2,35,285,0.007017543859649123,0.005483892845883741,20.0
65,571,0,12,27,0.0,0.004739499274324685,60.0
66,576,1,36,430,0.002325581395348837,0.0039741887961966624,92.0
67,588,0,3,7,0.0,0.004863232473043695,43.0
68,604,0,5,12,0.0,0.004831697423513651,49.0
69,624,2,28,97,0.020618556701030927,0.006688181476441034,6.0
70,644,2,53,354,0.005649717514124294,0.005143946613928656,25.0
71,649,0,9,37,0.0,0.004679964085598778,65.0
72,676,0,4,4,0.0,0.004882351866636706,39.0
73,678,4,110,1148,0.003484320557491289,0.0040510246713481276,90.0
74,689,0,1,2,0.0,0.00489518186661937,34.0
75,706,1,24,227,0.004405286343612335,0.00479233469351669,55.0
76,709,0,2,2,0.0,0.00489518186661937,34.0
77,710,1,34,239,0.0041841004184100415,0.004734716262435743,60.0
78,716,0,26,130,0.0,0.004190430125284033,86.0
79,722,1,65,464,0.0021551724137931034,0.0038637119579042244,93.0
80,736,2,89,722,0.002770083102493075,0.003865847093738502,93.0
81,740,1,63,289,0.0034602076124567475,0.004508841348710615,75.0
82,759,0,7,45,0.0,0.004633402125523306,69.0
83,774,0,2,76,0.0,0.00446140084282466,77.0
84,778,0,3,3,0.0,0.004888758448917394,37.0
85,780,0,19,83,0.0,0.004424314498249,79.0
86,784,1,8,50,0.02,0.005840734569732977,15.0
87,785,0,1,9,0.0,0.004850569185085622,46.0
88,787,1,39,316,0.0031645569620253164,0.0043956048467393705,80.0
89,798,1,44,134,0.007462686567164179,0.005291377651462233,23.0
90,800,0,2,3,0.0,0.004888758448917394,37.0
91,804,5,235,1162,0.004302925989672977,0.004542042142042989,73.0
92,816,0,15,103,0.0,0.004321672155096862,83.0
93,820,1,45,444,0.0022522522522522522,0.00392794210230858,93.0
94,830,0,38,140,0.0,0.0041438223381500515,88.0
95,831,0,10,67,0.0,0.004510006823135384,75.0
96,835,6,165,702,0.008547008547008548,0.006656458589138452,6.0
97,841,1,43,209,0.004784688995215311,0.0048814406513467785,40.0
98,850,0,1,14,0.0,0.004819197619199635,51.0
99,856,0,2,9,0.0,0.004850569185085622,46.0
100,866,0,25,102,0.0,0.004326691030966666,82.0
101,867,0,17,98,0.0,0.004346883649633739,82.0
102,871,0,13,45,0.0,0.004633402125523306,69.0
103,897,0,7,26,0.0,0.00474553620940934,60.0
104,899,0,1,2,0.0,0.00489518186661937,34.0
105,907,3,54,407,0.007371007371007371,0.00576771902024593,16.0
106,915,0,7,60,0.0,0.00454854995143358,73.0
107,916,0,17,105,0.0,0.004311669253286209,83.0
108,921,0,6,50,0.0,0.004604768486129081,70.0
109,928,0,1,5,0.0,0.00487596205367687,40.0
110,943,1,16,144,0.006944444444444444,0.005232785322663317,24.0
111,945,2,50,249,0.008032128514056224,0.005679729902224085,17.0
112,958,0,20,63,0.0,0.004531951094145186,74.0
113,981,0,9,68,0.0,0.004504553920513722,75.0
114,987,0,16,63,0.0,0.004531951094145186,74.0
115,999,7,87,579,0.012089810017271158,0.008015674324041348,2.0
116,1007,0,27,298,0.0,0.003524454226202505,97.0
117,1010,3,95,633,0.004739336492890996,0.004831349671431393,50.0
118,1015,0,8,23,0.0,0.004763739643140177,58.0
